title,date,sentence
UFC 230,2018-11-03,"However, on October 24, it was reported that he pulled out of the event due to visa issues and was replaced by Adam Wieczorek."
UFC 231,2018-12-08,"However, Makdessi pulled out of the fight on November 28 and was replaced by returning veteran Jesse Ronson."
UFC 231,2018-12-08,He was replaced by newcomer Kyle Nelson. 
UFC 234,2019-02-10,"However, on January 25, it was reported that Spann was forced to pull out due to a hand injury and was replaced by Sam Alvey."
UFC 234,2019-02-10,"However, it was reported that, on January 27, Gorgees was pulled from the card for an undisclosed reason and he was replaced by Callan Potter. "
UFC 235,2019-03-02,He was replaced by Frankie Saenz.
UFC 235,2019-03-02,He was replaced by Johnny Walker.
UFC 235,2019-03-02,He was replaced by Cody Stamann. 
UFC 236,2019-04-13,VanZant was replaced by Lauren Mueller. 
UFC 237,2019-05-11,"However, it was reported on April 3, 2019, Clark pulled out of the bout citing injury and was replaced by promotional newcomer Melissa Gatto."
UFC 237,2019-05-11,"In turn, Gatto was pulled from the fight in the days leading up to the event and replaced by Viviane Araújo."
UFC 237,2019-05-11,"However it was reported on April 22, 2019, that Wu pulled out of the bout due to injury and she was replaced by Priscila Cachoeira."
UFC 237,2019-05-11,"However, it was reported on May 1, 2019, that Nurmagomedov pulled out of the bout for undisclosed reason and he was replaced by newcomer Carlos Huachin."
UFC 238,2019-06-08,"However, it was reported on April 30 that Herrig withdrew from the event after suffering a torn ACL and was replaced by former Invicta FC Strawweight Champion Angela Hill. "
UFC 239,2019-07-06,Nohelin Hernandez served as the replacement.
UFC 239,2019-07-06,"However, Gatto was removed from the card on June 24 for undisclosed reasons and was replaced by returning veteran Pannie Kianzad."
UFC 241,2019-08-17,Returning veteran Clay Collard was briefly linked as the replacement.
UFC 244,2022-07-01,"However, Jotko was removed from the card in early October for undisclosed reasons and replaced by Brad Tavares. ===Weigh-ins=== At the weigh-ins, former Invicta FC Flyweight Champion Jennifer Maia weighed in at 127.2 pounds, 1.2 pounds over the flyweight non-title fight limit of 126 pounds."
UFC 245,2019-12-14,"Despite having over two months before the event, promotion officials elected to remove Lawler from the card entirely instead of having him face a replacement."
UFC 247,2020-02-08,He was replaced by promotional newcomer Khaos Williams.
UFC 247,2020-02-08,"He was replaced by James Krause, who was already in Houston to corner Youssef Zalal. "
UFC 248,2020-03-07,"However, de Andrade withdrew from the bout due to injury and was replaced by promotional newcomer Jamall Emmers."
UFC 248,2020-03-07,He was replaced by Giga Chikadze.
UFC 249,2020-05-09,"He later confirmed that he would compete if a location was given and they were able to move him there, but did not see it happening. thumb|right|190px|Since [[Tachi Palace|Tachi Palace Hotel & Casino in Lemoore, California is located on land owned by the Tachi-Yokut Tribe, part of the Santa Rosa Indian Community, the event did not fall under the jurisdiction of the California State Athletic Commission (CSAC) and their ban on combat sports events through the end of May.]] The UFC announced on April 6 that Nurmagomedov would be replaced by former WSOF Lightweight Champion Justin Gaethje, with an interim title to be disputed between him and Tony Ferguson."
UFC 249,2020-05-09,"Machida in October 2017, where Luque won via second round submission. *Islam Makhachev was expected to face Alexander Hernandez in a lightweight bout, but was removed from the event due to travel restrictions and replaced by Omar Morales. *A bantamweight bout between Marlon Vera and former UFC Flyweight Championship challenger Ray Borg; Vera was expected to compete against a different opponent at UFC on ESPN: Ngannou vs."
UFC 249,2020-05-09,"Rozenstruik. *Ottman Azaitar was expected to face Khama Worthy in a lightweight bout, but was removed from the event due to travel restrictions and replaced by Michael Johnson. *A light heavyweight bout between Ryan Spann and Sam Alvey; Alvey was expected to compete against a different opponent at UFC on ESPN: Ngannou vs."
UFC 250,2020-06-06,He was then expected to be replaced by promotional newcomer Anthony Ivy.
UFC 251,2020-07-12,"Pending pre-fight testing and a 24-hour quarantine, Jorge Masvidal was expected to serve as his replacement."
UFC 251,2020-07-12,"However, Romanov was pulled from the event after testing positive for COVID-19 and replaced by promotional newcomer Maxim Grishin."
UFC 253,2020-09-01,"However, Reneau was pulled from the bout on September 16 citing an undisclosed injury and replaced by Sijara Eubanks."
UFC 253,2020-09-01,"However, Landwehr was pulled from the event after he tested positive for COVID-19 and replaced by promotional newcomer Ľudovít Klein."
UFC 254,2020-10-24,"On September 17, the UFC announced the signing of former three-time Bellator Lightweight World Champion Michael Chandler, who served as backup and a potential replacement for this fight. thumb|left|210px|[[Khabib Nurmagomedov held a perfect 28–0 record leading into the event.]] A middleweight bout between former UFC Middleweight Champion Robert Whittaker and Jared Cannonier was initially scheduled to take place at UFC 248 in March."
UFC 254,2020-10-24,He was replaced by Alex Oliveira.
UFC 254,2020-10-24,A replacement could not be found and Makhachev was also removed from the event.
UFC 254,2020-10-24,"However, Calvillo withdrew from the bout on October 15 after testing positive for COVID-19 and was replaced by promotional newcomer Liliya Shakirova."
UFC 255,2020-11-21,"However, it was announced on October 2 that Garbrandt pulled out due to a torn bicep and was replaced by Alex Perez, who was already scheduled to face Brandon Moreno at the event."
UFC 255,2020-11-21,He was replaced by Tim Means.
UFC 255,2020-11-21,"However, Cosce pulled out on November 12 due to undisclosed reasons and was replaced by Daniel Rodriguez."
UFC 256,2020-12-12,"Neal, served as a potential replacement."
UFC 256,2020-12-12,"On October 13, it was announced that Akhmedov pulled out due to undisclosed reasons and was replaced by former Strikeforce Middleweight Champion Ronaldo Souza."
UFC 256,2020-12-12,"In turn, Vettori was removed from the contest to serve as a replacement for the main event of UFC on ESPN: Hermansson vs."
UFC 256,2020-12-12,"A replacement wasn't able to be found and therefore Li was removed from the event. *Two days before the event, Jared Vanderaa also pulled out of the event due to a positive test."
UFC 257,2021-01-24,She was replaced by Marina Rodriguez.
UFC 257,2021-01-24,"In late December, Muniz withdrew due to an injury and was replaced by Makhmud Muradov."
UFC 259,2021-03-06,Former title challenger Glover Teixeira served as backup and a potential replacement for this fight.
UFC 259,2021-03-06,"However, on February 16, Costa withdrew due to an undisclosed injury and was replaced by Mario Bautista."
UFC 260,2021-03-27,"The bout was then rescheduled for this event, but this time Knight was removed due to COVID-19 protocols and was replaced by promotional newcomer Fabio Cherant."
UFC 261,2021-04-24,"However, Walker pulled out due to an injury and was replaced by former UFC Light Heavyweight Championship challenger Anthony Smith."
UFC 261,2021-04-24,"However, Striegl was removed from the bout on March 24 due to undisclosed reasons and replaced by Jamey Simmons."
UFC 262,2021-05-15,He was replaced by Rogério Bontorin and the bout took place at bantamweight.
UFC 264,2021-07-10,"During fight week, it was revealed that former lightweight champion Rafael dos Anjos was selected by the organization to serve as a potential replacement in case of need."
UFC 264,2021-07-10,He was replaced by promotional newcomer Kris Moutinho.
UFC 266,2021-06-01,She was replaced by Taila Santos.
UFC 266,2021-06-01,"However, Roberson was forced to withdraw from the event due to medical issues and was replaced by promotional newcomer Cody Brundage. "
UFC 267,2021-10-30,Former Rizin Light Heavyweight Champion Jiří Procházka served as backup and potential replacement for this fight.
UFC 267,2021-10-30,Cory Sandhagen stepped in for Yan for an interim championship.
UFC 267,2021-10-30,He was replaced by Dan Hooker.
UFC 267,2021-10-30,"However, Amedovski was removed from the event due to undisclosed reasons and replaced by Andre Petroski."
UFC 267,2021-10-30,Lerone Murphy stepped in to replace Connelly.
UFC 267,2021-10-30,"However, Di Chirico was removed from the pairing on September 22 due to undisclosed reasons and replaced by Roman Kopylov."
UFC 268,2021-11-06,Vicente Luque served as backup and potential replacement for this fight.
UFC 268,2021-11-06,"Rodriguez a month earlier, but due to Curtis being tapped as a replacement just a day before that event, Hawes declined the matchup."
UFC 268,2021-11-06,He was replaced by promotional newcomer Bruno Souza.
UFC 268,2021-11-06,"However, Camur pulled out of the bout citing an undisclosed injury and was replaced by Dustin Jacoby."
UFC 269,2021-12-11,"However, De La Rosa pulled out of the fight in early October citing injury and she was replaced by Erin Blanchfield."
UFC 269,2021-12-11,Miranda Maverick was announced as her replacement.
UFC 269,2021-12-11,"However, Du Plessis withdrew from the event due to injury and was replaced by Eryk Anders."
UFC 270,2022-01-22,"However, Alves pulled out in early January due to undisclosed reasons and he was replaced by promotional newcomer Pete Rodriguez."
UFC 270,2022-01-22,He was replaced by Charles Jourdain.
UFC 270,2022-01-22,"However, on January 13, Oleynik withdrew from the event due to undisclosed reasons and was replaced by Sergey Spivak."
UFC 271,2022-02-12,"However, Cosce was pulled from the bout due to undisclosed reasons and replaced by Jeremiah Wells."
UFC 271,2022-02-12,"However in late January, Herman withdrew for unknown reasons and was replaced by William Knight."
UFC 272,2022-03-05,He was replaced by former title challenger Chan Sung Jung and the bout was moved to UFC 273 on April 9.
UFC 272,2022-03-05,He was replaced by Renato Moicano on just 4 days notice at a catchweight of 160 pounds.
UFC 272,2022-03-05,He was replaced by Ľudovít Klein.
UFC 273,2022-04-09,"However, Aldana withdrew in late March for undisclosed reasons and was replaced by former UFC Women's Bantamweight Championship challenger Raquel Pennington."
UFC 273,2022-04-09,"In turn, Latifi withdrew again for undisclosed reasons and was replaced by Jared Vanderaa."
UFC 275,2022-06-12,"However, Oliveira withdrew for unknown reasons and was replaced by Danaa Batgerel."
UFC 276,2022-07-02,"However, O'Neill withdrew in late April due to a torn ACL and was replaced by Maycee Barber."
UFC 276,2022-07-02,"In turn, Green withdrew again for unknown reasons and was replaced by former UFC Lightweight Championship challenger Donald Cerrone in a welterweight bout."
UFC 277,2022-07-30,Alexandre Pantoja served as backup and potential replacement for this fight.
UFC 277,2022-07-30,"However, Agapova was forced out of the fight due to a knee injury and was replaced by Joselyne Edwards who had fought only six weeks prior in UFC 275."
UFC 277,2022-07-30,He was replaced by Rafa García.
UFC 277,2022-07-30,Tafa pulled out due to undisclosed reasons and was replaced by promotional newcomer Hamdy Abdelwahab on July 18.
UFC 277,2022-07-30,He was replaced by Adam Fugitt.
UFC 278,2022-08-20,"However, after Hadley pulled out of the bout due to injury he was replaced by Daniel Lacerda."
UFC 279,2022-09-10,"However, Cifers pulled out due to undisclosed reasons and was replaced by Elise Reed."
UFC 279,2022-09-10,"However, Abdurakhimov was forced to withdraw due to visa issues and was replaced by Anton Turkalj at a catchweight of 220 pounds."
UFC 280,2022-10-22,"In turn, current UFC Featherweight Champion Alexander Volkanovski announced in mid-October that he was the official replacement in case either of the headliners pull out."
UFC 280,2022-10-22,"Tuivasa a month earlier, with Chookagian pulling out once due to undisclosed reasons, only to return as a replacement for her own substitute."
UFC 280,2022-10-22,"However, Abdelwahab was removed for unknown reasons and replaced by promotional newcomer Slim Trabelsi."
UFC 280,2022-10-22,"In turn, the pairing was cancelled altogether as Trabelsi pulled out due to contractual issues with ARES FC and Porter opted to pursue a later fight, rather than a replacement barring unforeseen circumstances."
UFC 280,2022-10-22,He was replaced by Yamato Nishikawa.
UFC 282,2022-12-10,"He decided to vacate the title, and Teixeira subsequently refused a replacement fight against Magomed Ankalaev."
UFC 282,2022-12-10,"However, Gustafsson withdrew due to an undisclosed reason and was replaced by 2018 PFL heavyweight tournament winner Philipe Lins."
UFC 282,2022-12-10,"In turn, Lins withdrew from the bout due to an undisclosed reason and was replaced by Antonio Trocoli."
UFC 282,2022-12-10,"As a result, Saint Preux was pulled from the card as well due to the promotion being unable to find another replacement."
UFC 282,2022-12-10,"However, Lawrence withdrew for unknown reasons the week before the event and was replaced by promotional newcomer Steven Koslow."
UFC 282,2022-12-10,He was replaced by Alex Morono at a catchweight of 180 pounds.
UFC 283,2023-01-21,"Teixeira subsequently refused a replacement fight against Magomed Ankalaev, which prompted the UFC to change the original co-main event between former champion Jan Błachowicz and Ankalaev into the new title fight for the vacant belt."
UFC 283,2023-01-21,Alexandre Pantoja served as backup and potential replacement for this fight.
UFC 283,2023-01-21,He was replaced by promotional newcomer Melquizael Costa.
UFC 283,2023-01-21,He was replaced by promotional newcomer Brunno Ferreira.
UFC 284,2023-02-12,"However, Haqparast withdrew due to undisclosed reasons and was replaced by promotional newcomer Francisco Prado."
UFC 284,2023-02-12,"However, Alvarez withrew from the event for undisclosed reasons and was replaced by promotional newcomer Elves Brenner."
UFC 284,2023-02-12,"However, Lane withdrew due to undisclosed reasons and was replaced by Waldo Cortes-Acosta."
UFC 284,2023-02-12,"However, Zhang withdrew for unknown reasons and was replaced by Modestas Bukauskas."
UFC 285,2023-03-04,Sergei Pavlovich served as backup and potential replacement for this fight.
UFC 285,2023-03-04,"However, Arce withdrew in late January due to a knee injury and was replaced by Trevin Jones."
UFC 285,2023-03-04,He was replaced by former KSW Featherweight and Lightweight Champion Mateusz Gamrot.
UFC 285,2023-03-04,"However, Kirk withdrew from the event for undisclosed reasons and was replaced by Loik Radzhabov."
UFC 286,2023-03-18,Former interim champion Colby Covington served as back up and potential replacement for this fight.
UFC 286,2023-03-18,"However, Figlak was forced to withdraw from the event citing injury and was replaced by Omar Morales."
UFC 286,2023-03-18,He was replaced by the LFA Featherweight Champion Gabriel Santos.
UFC 286,2023-03-18,"However, Rodriguez withdrew due to undisclosed reasons and was replaced by Bryan Barberena."
UFC 287,2023-04-08,He was replaced by Trey Ogden at a catchweight of 160 pounds.
UFC 287,2023-04-08,"However, Barnett pulled out due to undisclosed reasons in early April and was replaced by Karl Williams."
UFC 288,2023-05-06,"However, Maness pulled out in early April due to injury and was replaced by Rafael Estevam, who was originally scheduled to fight two weeks earlier at UFC Fight Night: Pavlovich vs."
UFC 288,2023-05-06,He was replaced by Movsar Evloev.
UFC 288,2023-05-06,"In turn, Mitchell withdrew on the week of the event for an undisclosed shoulder injury and was replaced by promotional newcomer Diego Lopes."
UFC 289,2023-06-10,"However on May 2, Peña pulled out due to broken ribs and was replaced by Irene Aldana, who was scheduled to headline UFC Fight Night: Dern vs."
UFC 289,2023-06-10,"However, Schnell pulled out due to injury and was replaced by Stephen Erceg."
UFC 290,2023-07-08,Brandon Royval served as backup and potential replacement for this fight.
UFC 290,2023-07-08,"In turn, Rodriguez pulled out in late June and was replaced by promotional newcomer and former The Ultimate Fighter: Tournament of Champions cast member Terrence Mitchell."
UFC 290,2023-07-08,He was replaced by promotional newcomer Josiah Harrell.
UFC 290,2023-07-08,"He was replaced by promotional newcomer Val Woodburn, who was scheduled to fight at Dana White's Contender Series on August 29. "
UFC 291,2023-07-29,"However on July 10, Lainesse was removed from the event for undisclosed reasons and replaced by Uroš Medić."
UFC 291,2023-07-29,"However, Wood pulled out in mid-July due to undisclosed reasons and was replaced by Miranda Maverick."
UFC 291,2023-07-29,He was replaced by promotional newcomer Darrius Flowers.
UFC 292,2023-08-19,He was replaced by Pedro Munhoz.
UFC 292,2023-08-19,He was replaced by Neil Magny.
UFC 292,2023-08-19,"He was replaced by Da'Mon Blackshear, who last fought a week before at UFC on ESPN: Luque vs. dos Anjos. "
UFC 293,2023-09-10,Former title challenger Jared Cannonier served as backup and potential replacement for this fight.
UFC 293,2023-09-10,"However, O'Neill pulled out due to injury and was replaced by Jennifer Maia, with the new matchup being pushed back to UFC Fight Night: Yusuff vs."
UFC 293,2023-09-10,He was replaced by promotional newcomer Felipe dos Santos.
UFC 293,2023-09-10,"A replacement was found in promotional newcomer, Landon Quinones, who had previously competed on Season 31 of The Ultimate Fighter earlier in the year, and the pairing was moved to this event."
UFC 294,2023-10-21,"However, Oliveira withdrew due to injury and was replaced by UFC Featherweight Champion Alexander Volkanovski."
UFC 294,2023-10-21,Former KSW Featherweight and Lightweight Champion Mateusz Gamrot served as backup and potential replacement for this fight.
UFC 294,2023-10-21,"However, Imavov withdrew due to visa issues and was replaced by The Ultimate Fighter: Brazil 3 middleweight winner Warlley Alves."
UFC 294,2023-10-21,"However, Costa withdrew after he underwent surgery on his elbow and was replaced by former UFC Welterweight Champion Kamaru Usman."
UFC 295,2023-11-11,"However, Schnell withdrew from the bout for unknown reasons and was replaced by Alessandro Costa."
UFC 295,2023-11-11,He was replaced by returning veteran Roosevelt Roberts.
UFC 296,2023-12-16,Belal Muhammad served as backup and potential replacement for this fight.
UFC 296,2023-12-16,Former two-time champion Brandon Moreno served as backup and potential replacement for this fight.
UFC 296,2023-12-16,"However, Chikadze withdrew due to a torn groin and was replaced by Bryce Mitchell."
UFC 298,2024-02-17,"However, Kinoshita was removed from event for undisclosed reasons and was replaced by Josh Quinlan."
UFC 298,2024-02-17,"However, Suarez withdrew from the event due to injury and was replaced by Mackenzie Dern."
UFC 298,2024-02-17,"However, Hiestand pulled out due to injury and was replaced by promotional newcomer Carlos Vera, who had previously competed on Season 31 of The Ultimate Fighter the year prior."
UFC 298,2024-02-17,"However, Aliskerov withdrew due to compilations related to an illness and was replaced by Roman Kopylov."
UFC 298,2024-02-17,"Shevchenko 2 the year prior after Kopylov served as a replacement to Hernandez's original opponent Chris Curtis, but Hernandez pulled out of the event and the bout never materialized."
UFC 298,2024-02-17,He was replaced by his brother Junior Tafa.
UFC 299,2024-03-09,Merab Dvalishvili served as backup and potential replacement for this fight.
UFC 301,2024-05-04,"He was replaced by Ihor Potieria, who was also scheduled to compete against Sharabutdin Magomedov at UFC on ABC: Whittaker vs."
UFC 302,2024-06-01,"However, Wells pulled out due to undisclosed reasons and was replaced by Alex Morono."
UFC 302,2024-06-01,He was replaced by Tatsuro Taira.
UFC 302,2024-06-01,"However, he pulled out due to a knee injury and was replaced by promotional newcomer Nyamjargal Tumendemberel."
UFC 302,2024-06-01,"In turn, Tumendemberel was forced to withdraw from the event due to visa issues and was replaced by Mitch Raposo."
UFC 303,2024-06-29,He was replaced by Carlos Ulberg.
UFC 303,2024-06-29,"In turn, Hill pulled out due to injury and was replaced by former title challenger Anthony Smith."
UFC 303,2024-06-29,"Subsequently, for unknown reasons, Ulberg pulled out and was replaced by Roman Dolidze."
UFC 303,2024-06-29,"However, Durden was pulled from the event for unknown reasons and replaced by Road to UFC Season 2 flyweight winner Rei Tsuruya."
UFC 303,2024-06-29,He was replaced by Dan Ige just hours before the bout took place at a catchweight of 165 pounds.
UFC 304,2024-07-27,"However, Bryczek withdrew from the fight for unknown reasons and was replaced by former LFA Middleweight Champion Gregory Rodrigues."
UFC 304,2024-07-27,"However, Taveras had to withdraw from the bout due to an injury and was reportedly replaced by Hecher Sosa."
UFC 305,2024-08-18,"However, Tucker withdrew from the fight due to injury and was replaced by Herbert Burns."
UFC 305,2024-08-18,"However, Bledá withdrew from the fight for unknown reasons and was replaced by Luana Santos."
UFC 306,2024-09-14,Manon Fiorot served as backup and potential replacement for this fight.
UFC 306,2024-09-14,"However, Borjas withdrew from the fight for unknown reasons and was replaced by Joshua Van. "
UFC 307,2024-10-05,"However, Curtis withdrew from the fight due to a foot fracture and was replaced by Roman Dolidze."
UFC 307,2024-10-05,"However, Landwehr withdrew from the bout for unknown reasons and was replaced by Alexander Hernandez on short notice."
UFC 308,2024-10-26,Diego Lopes served as backup and potential replacement for this fight.
UFC 308,2024-10-26,"However, Lima withdrew from the fight for unknown reasons and was replaced by Justin Tafa."
UFC 308,2024-10-26,"Subsequently, Tafa withdrew from the bout due to an injury and was replaced by Chris Barnett."
UFC 308,2024-10-26,"However, Ruziboev withdrew from the fight due to an injury and was replaced by former LFA Welterweight Champion and promotional newcomer Carlos Leal."
UFC 309,2024-11-16,Interim champion at the time and current undisputed champion Tom Aspinall served as backup and potential replacement for this fight.
UFC 309,2024-11-16,"However, Campbell withdrew from the fight for unknown reasons and was replaced by James Llontop."
UFC 309,2024-11-16,Almeida was replaced by promotional newcomer Roberto Romero in a lightweight bout and no replacement was found for Krylov.
UFC 310,2024-12-07,"In turn, Diaz withdrew from the bout due to undisclosed reasons and was replaced by Themba Gorimbo."
UFC 310,2024-12-07,"However, Teixeira withdrew from the fight due to injury and was replaced by Kennedy Nzechukwu."
UFC 311,2025-01-18,"Renato Moicano, who was originally set to face Beneil Dariush at the same event, stepped in as a replacement for Tsarukyan, and Dariush did not compete at this event."
UFC 311,2025-01-18,"However, Walker withdrew from the fight due to an injury and was replaced by promotional newcomer Billy Elekana."
UFC 311,2025-01-18,"However, Dumas pulled out during fight week and was replaced by the current LFA Middleweight Champion Azamat Bekoev."
UFC 312,2025-02-09,"However, Prachnio withdrew from the fight for unknown reasons and was replaced by former LFA Light Heavyweight Champion Rodolfo Bellato."
UFC 312,2025-02-09,"However, Haddon withdrew from the fight due to a foot injury and was replaced by fellow newcomer Colby Thicknesse."
UFC 313,2025-03-08,He was replaced by Rafael Fiziev in what became a three-round bout.
UFC 313,2025-03-08,"However, Matsumoto was withdrawn from this event in order to serve as a replacement fighter against Rob Font at UFC Fight Night: Cejudo vs."
UFC 313,2025-03-08,He was replaced by John Castañeda in a featherweight bout.
UFC 313,2025-03-08,"However on February 17, Silva pulled out due to undisclosed reasons and was replaced by Road to UFC Season 2 flyweight winner Rei Tsuruya."
UFC 315,2025-05-10,Ian Machado Garry served as backup and potential replacement for this fight.
UFC 315,2025-05-10,"However, Tucker pulled out in late April due to undisclosed reasons and was replaced by Daniel Santos."
UFC 315,2025-05-10,"However, Álvarez withdrew from the fight due to a hand injury and was replaced by returning veteran Kyle Prepolec."
UFC 316,2025-06-07,"In turn, Vera pulled out in mid May for undisclosed reasons and was replaced by promotional newcomer and former Bellator Bantamweight World Champion Patchy Mix."
UFC 316,2025-06-07,"In turn, Gaziev pulled out due to undisclosed reasons and was replaced by former LFA Heavyweight Champion Waldo Cortes-Acosta."
UFC 316,2025-06-07,"However, Walker pulled out in early May due to injury and was replaced by Brendson Ribeiro."
UFC 316,2025-06-07,"However, Medić pulled out in late May due to sinusitis and was replaced by promotional newcomer Albert Tadevosyan."
UFC 317,2025-06-28,Arman Tsarukyan (who was previously scheduled to challenge for the title at UFC 311 but pulled out a day before the event due to injury) served as backup and potential replacement for this fight.
UFC 317,2025-06-28,"In turn, Kape pulled out this time on June 9 due to a broken foot and was replaced by Joshua Van."
UFC 317,2025-06-28,They were initially supposed to compete at UFC 311 but Moicano ended up challenging Islam Makhachev for the title in the main event on short notice.
UFC 317,2025-06-28,"However, Tafa withdrew from the fight for unknown reasons and was replaced by promotional newcomer Alvin Hines."
UFC 317,2025-06-28,"However, Dumas pulled out for unknown reasons and was replaced by another undefeated newcomer Christopher Ewert."
UFC 318,2025-07-19,"However, the promotion opted to book them on short notice against different opponents at the same event, mainly due to Khamzat Chimaev missing weight by nearly 10 pounds for his headliner bout (Holland and Chimaev ended up facing each other in the co-main event)."
UFC 318,2025-07-19,"However, on June 30, Aliskerov withdrew from the fight due to a broken toe and was replaced by promotional newcomer Jackson McVey. "
UFC 319,2025-08-16,"Nassourdine Imavov was expected to serve as backup and potential replacement for this fight, but he announced a month later that it would not be the case anymore as he was angling for a fight against Caio Borralho."
UFC 319,2025-08-16,"However, Aldrich withdrew from the fight for undisclosed reasons and was replaced by Dione Barbosa."
UFC 320,2025-10-04,"Former champion (also the inaugural Rizin Light Heavyweight Champion) Jiří Procházka, who met former title challenger Khalil Rountree Jr. at the event, served as backup and potential replacement for this fight."
UFC 320,2025-10-04,"However, Diaz pulled out from the event due to a medical issue and was replaced by promotional newcomer Tre'ston Vines."
UFC 322,2025-11-15,"However, Sidey withdrew due to a shoulder injury and was replaced by Cody Haddon."
UFC 322,2025-11-15,"Two days before the event, Haddon also withdrew due to an injury and was replaced by promotional newcomer Ethyn Ewing."
UFC 324,2026-01-24,"However, Grasso pulled out on December 3 due to injury and was replaced by Natália Silva."
UFC 325,2026-02-01,"However, Rong withdrew for undisclosed reasons and was replaced by Jamie Mullarkey."
UFC 326,2026-03-07,"However, Costa withdrew on December 26 for undisclosed reasons and was replaced by former LFA Middleweight Champion Gregory Rodrigues, setting up a rematch between them."
UFC 326,2026-03-07,"However, Todorović withdrew for undisclosed reasons and was replaced by Cody Brundage."
UFC 326,2026-03-07,"However, Yoo withdrew due to a foot injury and was replaced by Lee Jeong-yeong."
UFC 327,2026-04-11,"However, Daukaus withdrew after being re‑scheduled for the UFC Freedom 250 event in June and was replaced by former interim UFC Middleweight Championship challenger (also The Ultimate Fighter: Team Jones vs."
UFC 327,2026-04-11,"Cortez in July 2024 after Mederos stepped in as a replacement fighter, but he withdrew and the bout was scrapped."
UFC 327,2026-04-11,"In turn, Sadykhov pulled out in late March due to injury and was replaced by Chris Padilla."
UFC 327,2026-04-11,"However, Alvidrez withdrew for unknown reasons and was replaced by Charles Radtke. "
UFC 329,2026-07-11,Maurício Ruffy served as backup and potential replacement for this fight.
UFC 329,2026-07-11,"However, Ewing had to withdraw for undisclosed reasons and was replaced by promotional newcomer John Garza."
UFC 329,2026-07-11,"However, Osbourne had to withdraw due to an undisclosed injury and was replaced by Alessandro Costa. "
UFC 330,2026-08-15,"However, Neal had to withdraw for undisclosed reasons and was replaced by Joel Álvarez."
UFC 330,2026-08-15,"However, Ochoa pulled out for undisclosed reasons three days before the event and was replaced by promotional newcomer and fellow former LFA flyweight champion Eduardo Henrique in a 130 pound catchweight bout."
UFC 330,2026-08-15,Michael Morales was expected to serve as backup and potential replacement for this fight should one of the contenders be injured.
UFC 35,2002-01-11,Chris Brennan stepped in as his replacement.
UFC 43,2003-06-06,Vernon White would step in as his replacement. 
UFC 47,2004-04-02,"Arlovski was re-booked on short notice in a non-title fight against Wesley Correira, who was pulled from a scheduled main card fight with Mike Kyle to replace Sylvia."
UFC 47,2004-04-02,Wes Sims stepped in on a day's notice to face Mike Kyle at this event as well.
UFC 50,2004-10-22,"Côté was a late replacement for Lion's Den fighter Guy Mezger, who pulled out of the event after being taken to the hospital due to stroke-like symptoms."
UFC 64,2006-10-14,A replacement could not be found on short notice.
UFC 72,2021-01-01,"There was no replacement for O'Brien, and Murphy did not fight on the ''UFC 72'' card. "
UFC 73,2007-07-07,"His replacement, Drew Fickett, also withdrew later due to injury."
UFC 76,2007-09-22,A replacement for Gouveia was not found.
UFC 79,2007-12-29,"Serra, however, withdrew from the fight due to a back injury, Serra was replaced by St-Pierre, though the fight would now be contested for the interim Welterweight Championship, with the winner facing Serra afterwards. "
UFC 82,2008-03-01,Gono was replaced by Chris Wilson.
UFC 83,2008-04-19,"Patrick Côté was originally scheduled to fight on this card as well against Alan Belcher, but was forced to pull out after sustaining a non-fighting related injury and replaced by Jason Day."
UFC 85,2022-04-01,"The UFC then named James Irvin as Liddell's replacement to fight Evans, but Irvin sustained a foot injury that forced him to pull out."
UFC 85,2022-04-01,Hughes took the fight on short notice as a favor to the UFC and Alves came in four pounds overweight.
UFC 85,2022-04-01,"Ryo Chonan was replaced by Kevin Burns, and Neil Wain was replaced by Eddie Sanchez. "
UFC 87,2008-08-09,Heath Herring stepped in to fight Lesnar instead.
UFC 90,2008-10-25,Drew McFedries was chosen as Reljic's replacement.
UFC 90,2008-10-25,Josh Koscheck stepped in to fight instead.
UFC 90,2008-10-25,"Melvin Guillard was slated to fight Spencer Fisher, but was replaced by Shannon Gugerty."
UFC 90,2008-10-25,Ricardo Almeida was replaced by Dan Miller due to an injury.
UFC 91,2008-11-15,He was replaced by Matt Brown.
UFC 91,2008-11-15,"A replacement for Sadollah could not be found, therefore the middleweight bout was pulled from the card."
UFC 92,2008-12-27,"Antoni Hardonk was originally scheduled to face Mark Burch, who was injured and replaced by Mike Wessel. "
UFC 94,2009-01-31,"His opponent, the 21-year-old Jon Jones was a national amateur wrestling champion and coming off a unanimous decision victory over Andre Gusmão at ''UFC 87'', where he took the fight on three weeks notice."
UFC 95,2022-04-01,He was replaced by UFC newcomer Brian Cobb.
UFC 96,2009-03-07,"Saunders was then scheduled to face replacement Ryan Madigan, but that bout was also cancelled when Saunders suffered a shattered toe in training."
UFC 98,2009-05-23,"By way of replacement, Quinton Jackson, former UFC Light Heavyweight champion, was to fight the undefeated current champion Rashad Evans but had to undergo arthroscopic surgery to repair ligament damage in his jaw that he received in a previous training camp."
UFC 98,2009-05-23,Brock Larson stepped in as the new opponent for Chris Wilson.
UFC 98,2009-05-23,Chris Wilson was unable to complete the necessary medical paperwork in order to compete at the event and was replaced by Mike Pyle.
UFC 98,2009-05-23,Xavier Foupa-Pokam stepped in to fight McFedries.
